parsed 130 topic files, 1401 mermaid diagrams
  - citation: estate/01-estate-topology.md:ES-01.4 — ../project/docker-compose.unified.yml:370 is blank
  - citation: estate/01-estate-topology.md:ES-01.5 — bare :8443 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/03-cross-repo-federation-contract.md:ES-03.4 — ../project/src/uri/mod.rs:820 is punctuation only ('}')
  - citation: estate/03-cross-repo-federation-contract.md:ES-03.4 — ../project/src/uri/mod.rs:820 is punctuation only ('}')
  - citation: estate/03-cross-repo-federation-contract.md:ES-03.5 — ../project/agentbox/management-api/lib/bc20-provenance-bridge.js:254 is punctuation only ('}')
  - citation: estate/03-cross-repo-federation-contract.md:ES-03.5 — ../project/agentbox/management-api/lib/bc20-provenance-bridge.js:255 is blank
  - citation: estate/03-cross-repo-federation-contract.md:ES-03.7 — ../project/agentbox/management-api/lib/uris.js:165 is punctuation only ('}')
  - citation: estate/03-cross-repo-federation-contract.md:ES-03.7 — ../project/agentbox/management-api/lib/uris.js:171 is punctuation only ('}')
  - citation: estate/03-cross-repo-federation-contract.md:ES-03.7 — ../project/agentbox/management-api/lib/uris.js:179 is punctuation only ('}')
  - citation: estate/03-cross-repo-federation-contract.md:ES-03.7 — ../project/agentbox/management-api/lib/uris.js:181 is punctuation only ('}')
  - citation: estate/03-cross-repo-federation-contract.md:ES-03.8 — ../project/agentbox/management-api/routes/uri-resolver.js:60 is punctuation only ('}')
  - citation: estate/03-cross-repo-federation-contract.md:ES-03.8 — ../project/agentbox/management-api/routes/uri-resolver.js:74 is punctuation only ('}')
  - citation: estate/04-identity-mesh-did-nostr.md:ES-04.1 — ../project/agentbox/config/nip98-proxy/proxy.mjs:9096 past EOF (file has 1193 lines)
  - citation: estate/04-identity-mesh-did-nostr.md:ES-04.1 — ../project/agentbox/management-api/lib/agent-event-auth.js:9095 past EOF (file has 182 lines)
  - citation: estate/04-identity-mesh-did-nostr.md:ES-04.1 — ../project/client/src/services/nostrAuthService.ts:275 is blank
  - citation: estate/04-identity-mesh-did-nostr.md:ES-04.6 — ../project/agentbox/config/hooks/nostr-live-mirror.cjs:58 is blank
  - citation: estate/05-governance-loop-across-estate.md:ES-05.3 — ../project/agentbox/management-api/lib/authority.js:47 is blank
  - citation: estate/05-governance-loop-across-estate.md:ES-05.5 — ../project/agentbox/management-api/routes/broker-bridge.js:291 is blank
  - citation: estate/07-memory-and-embedding-estate.md:ES-07.2 — bare :9997 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/07-memory-and-embedding-estate.md:ES-07.2 — bare :5432 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/07-memory-and-embedding-estate.md:ES-07.3 — bare :9997 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/07-memory-and-embedding-estate.md:ES-07.6 — ../project/src/main.rs:1142 is blank
  - citation: estate/07-memory-and-embedding-estate.md:ES-07.7 — bare :228 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/08-solid-pod-estate.md:ES-08.1 — ../project/agentbox/agentbox.toml:8484 past EOF (file has 1778 lines)
  - citation: estate/08-solid-pod-estate.md:ES-08.1 — ../project/agentbox/flake.nix:8484 past EOF (file has 3837 lines)
  - citation: estate/08-solid-pod-estate.md:ES-08.1 — ../project/agentbox/docker-compose.solid-pods.yml:3000 past EOF (file has 39 lines)
  - citation: estate/08-solid-pod-estate.md:ES-08.4 — ../project/src/handlers/solid_proxy_handler.rs:881 is blank
  - citation: estate/08-solid-pod-estate.md:ES-08.4 — ../project/src/handlers/solid_proxy_handler.rs:1651 is blank
  - citation: estate/08-solid-pod-estate.md:ES-08.5 — ../project/src/handlers/solid_proxy_handler.rs:1311 is blank
  - citation: estate/08-solid-pod-estate.md:ES-08.5 — ../project/src/handlers/solid_proxy_handler.rs:951 is blank
  - citation: estate/08-solid-pod-estate.md:ES-08.6 — ../project/src/handlers/solid_proxy_handler.rs:742 is blank
  - citation: estate/08-solid-pod-estate.md:ES-08.11 — ../project/src/main.rs:848 is blank
  - citation: estate/08-solid-pod-estate.md:ES-08.11 — ../project/src/services/ontology_pull.rs:384 is blank
  - citation: estate/08-solid-pod-estate.md:ES-08.11 — ../project/src/services/ontology_pull.rs:290 is punctuation only ('}')
  - citation: estate/08-solid-pod-estate.md:ES-08.11 — ../project/src/services/ontology_pull.rs:304 is punctuation only ('}')
  - citation: estate/08-solid-pod-estate.md:ES-08.11 — ../project/src/services/ontology_pull.rs:281 is punctuation only ('}')
  - citation: estate/08-solid-pod-estate.md:ES-08.11 — ../project/src/services/ontology_pull.rs:315 is punctuation only ('});')
  - citation: estate/08-solid-pod-estate.md:ES-08.11 — ../project/src/services/ontology_pull.rs:331 is punctuation only ('});')
  - citation: estate/08-solid-pod-estate.md:ES-08.11 — ../project/src/services/ontology_pull.rs:375 is punctuation only ('));')
  - citation: estate/09-build-deploy-and-ci-estate.md:ES-09.8 — bare :47 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/09-build-deploy-and-ci-estate.md:ES-09.8 — bare :165 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/09-build-deploy-and-ci-estate.md:ES-09.8 — bare :147 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/09-build-deploy-and-ci-estate.md:ES-09.8 — bare :121 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/09-build-deploy-and-ci-estate.md:ES-09.8 — bare :141 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/09-build-deploy-and-ci-estate.md:ES-09.8 — bare :171 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/09-build-deploy-and-ci-estate.md:ES-09.8 — bare :240 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/09-build-deploy-and-ci-estate.md:ES-09.8 — bare :215 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/09-build-deploy-and-ci-estate.md:ES-09.8 — bare :210 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/09-build-deploy-and-ci-estate.md:ES-09.8 — bare :245 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/09-build-deploy-and-ci-estate.md:ES-09.8 — bare :264 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/09-build-deploy-and-ci-estate.md:ES-09.8 — bare :288 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/09-build-deploy-and-ci-estate.md:ES-09.8 — bare :351 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/09-build-deploy-and-ci-estate.md:ES-09.8 — bare :335 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/09-build-deploy-and-ci-estate.md:ES-09.8 — bare :338 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/09-build-deploy-and-ci-estate.md:ES-09.9 — bare :55 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/09-build-deploy-and-ci-estate.md:ES-09.10 — bare :202 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/09-build-deploy-and-ci-estate.md:ES-09.10 — ../project/agentbox/management-api/lib/system-manifest.js:26 is blank
  - citation: estate/09-build-deploy-and-ci-estate.md:ES-09.16 — ../project/agentbox/.github/workflows/contract-tests.yml:51 is blank
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.1 — ../project/src/config/security_profile.rs:55 is blank
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.2 — ../project/src/main.rs:713 is punctuation only (');')
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.2 — ../project/src/main.rs:749 is punctuation only ('};')
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.2 — ../project/src/main.rs:878 is blank
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.3 — ../project/src/main.rs:749 is punctuation only ('};')
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.4 — ../project/src/main.rs:749 is punctuation only ('};')
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.4 — ../project/src/middleware/rbac_gate.rs:422 past EOF (file has 391 lines)
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.5 — ../project/src/middleware/rbac_gate.rs:131 is punctuation only ('})')
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.7 — bare :79 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.7 — bare :120 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.7 — bare :422 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.7 — ../project/src/main.rs:878 is blank
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.8 — bare :9096 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.8 — bare :8443 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.8 — bare :8444 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.8 — bare :5903 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.8 — bare :8931 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.8 — bare :9222 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.8 — bare :5905 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.8 — bare :9876 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.8 — bare :9877 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.8 — bare :5904 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.8 — ../project/agentbox/flake.nix:9095 past EOF (file has 3837 lines)
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.8 — ../project/agentbox/flake.nix:9096 past EOF (file has 3837 lines)
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.8 — ../project/agentbox/scripts/ci/check-ports-loopback.mjs:9096 past EOF (file has 1113 lines)
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.9 — bare :3001 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.9 — bare :4000 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/10-deployment-and-security-profiles.md:ES-10.9 — bare :3001 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/11-publishing-axis.md:ES-11.1 — ../visionGraph/.github/workflows/publish.yml:280 past EOF (file has 261 lines)
  - citation: estate/11-publishing-axis.md:ES-11.1 — ../project/src/services/ontology_pull.rs:290 is punctuation only ('}')
  - citation: estate/11-publishing-axis.md:ES-11.1 — ../visionGraph/.github/workflows/publish.yml:283 past EOF (file has 261 lines)
  - citation: estate/11-publishing-axis.md:ES-11.1 — ../visionGraph/.github/workflows/publish.yml:284 past EOF (file has 261 lines)
  - citation: estate/11-publishing-axis.md:ES-11.2 — ../visionGraph/.github/workflows/publish.yml:269 past EOF (file has 261 lines)
  - citation: estate/11-publishing-axis.md:ES-11.2 — ../visionGraph/.github/workflows/publish.yml:270 past EOF (file has 261 lines)
  - citation: estate/11-publishing-axis.md:ES-11.2 — ../visionGraph/.github/workflows/publish.yml:272 past EOF (file has 261 lines)
  - citation: estate/11-publishing-axis.md:ES-11.2 — ../visionGraph/.github/workflows/publish.yml:275 past EOF (file has 261 lines)
  - citation: estate/11-publishing-axis.md:ES-11.2 — ../visionGraph/.github/workflows/publish.yml:280 past EOF (file has 261 lines)
  - citation: estate/11-publishing-axis.md:ES-11.2 — ../visionGraph/.github/workflows/publish.yml:283 past EOF (file has 261 lines)
  - citation: estate/11-publishing-axis.md:ES-11.2 — ../visionGraph/.github/workflows/publish.yml:284 past EOF (file has 261 lines)
  - citation: estate/11-publishing-axis.md:ES-11.2 — ../visionGraph/.github/workflows/publish.yml:282 past EOF (file has 261 lines)
  - citation: knowledgegraph/04-explorer-and-site-build.md:KG-04.6 — ../visionGraph/.github/workflows/publish.yml:279 past EOF (file has 261 lines)
  - citation: nostr-rust-forum/03-relay-worker-admission-auth-and-trust.md:NF-03.4 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/nip_handlers.rs:466 is blank
  - citation: nostr-rust-forum/03-relay-worker-admission-auth-and-trust.md:NF-03.4 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/nip_handlers.rs:478 is blank
  - citation: nostr-rust-forum/03-relay-worker-admission-auth-and-trust.md:NF-03.4 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/nip_handlers.rs:736 is punctuation only ('}')
  - citation: nostr-rust-forum/03-relay-worker-admission-auth-and-trust.md:NF-03.4 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/nip_handlers.rs:749 is blank
  - citation: nostr-rust-forum/03-relay-worker-admission-auth-and-trust.md:NF-03.4 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/nip_handlers.rs:798 is punctuation only ('}')
  - citation: nostr-rust-forum/03-relay-worker-admission-auth-and-trust.md:NF-03.5 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/nip_handlers.rs:519 is blank
  - citation: nostr-rust-forum/03-relay-worker-admission-auth-and-trust.md:NF-03.6 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/nip_handlers.rs:593 is blank
  - citation: nostr-rust-forum/03-relay-worker-admission-auth-and-trust.md:NF-03.7 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/nip_handlers.rs:609 is blank
  - citation: nostr-rust-forum/03-relay-worker-admission-auth-and-trust.md:NF-03.7 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/nip_handlers.rs:624 is punctuation only ('}')
  - citation: nostr-rust-forum/03-relay-worker-admission-auth-and-trust.md:NF-03.7 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/nip_handlers.rs:639 is punctuation only (');')
  - citation: nostr-rust-forum/03-relay-worker-admission-auth-and-trust.md:NF-03.7 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/nip_handlers.rs:873 is punctuation only ('}')
  - citation: nostr-rust-forum/03-relay-worker-admission-auth-and-trust.md:NF-03.10 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/nip_handlers.rs:865 is blank
  - citation: nostr-rust-forum/03-relay-worker-admission-auth-and-trust.md:NF-03.10 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/nip_handlers.rs:868 is blank
  - citation: nostr-rust-forum/03-relay-worker-admission-auth-and-trust.md:NF-03.10 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/nip_handlers.rs:917 is punctuation only ('}')
  - citation: nostr-rust-forum/03-relay-worker-admission-auth-and-trust.md:NF-03.10 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/nip_handlers.rs:887 is blank
  - citation: nostr-rust-forum/03-relay-worker-admission-auth-and-trust.md:NF-03.11 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/nip_handlers.rs:955 is punctuation only ('}')
  - citation: nostr-rust-forum/03-relay-worker-admission-auth-and-trust.md:NF-03.11 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/nip_handlers.rs:960 is blank
  - citation: nostr-rust-forum/03-relay-worker-admission-auth-and-trust.md:NF-03.12 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/nip_handlers.rs:749 is blank
  - citation: nostr-rust-forum/03-relay-worker-admission-auth-and-trust.md:NF-03.12 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/nip_handlers.rs:798 is punctuation only ('}')
  - citation: nostr-rust-forum/07-search-preview-and-shared-worker-utilities.md:NF-07.6 — ../nostr-rust-forum/crates/nostr-bbs-preview-worker/src/ssrf.rs:0 is blank
  - citation: nostr-rust-forum/07-search-preview-and-shared-worker-utilities.md:NF-07.6 — ../nostr-rust-forum/crates/nostr-bbs-preview-worker/src/ssrf.rs:240 is blank
  - citation: nostr-rust-forum/11-relay-durable-object-internals.md:NF-11.3 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/nip_handlers.rs:1481 is punctuation only ('}')
  - citation: nostr-rust-forum/11-relay-durable-object-internals.md:NF-11.9 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/receipts.rs:392 is punctuation only ('}')
  - citation: nostr-rust-forum/11-relay-durable-object-internals.md:NF-11.11 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/trust_sweep.rs:497 is punctuation only ('}')
  - citation: nostr-rust-forum/11-relay-durable-object-internals.md:NF-11.14 — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/relay_do/nip_handlers.rs:1481 is punctuation only ('}')
  - citation: visionclaw/01-boot-and-app-state.md:VC-01.2 — ../project/src/main.rs:848 is blank
  - citation: visionclaw/01-boot-and-app-state.md:VC-01.3 — ../project/src/main.rs:1186 is blank
  - citation: visionclaw/01-boot-and-app-state.md:VC-01.4 — ../project/src/main.rs:988 is punctuation only ('}')
  - citation: visionclaw/01-boot-and-app-state.md:VC-01.6 — ../project/src/main.rs:848 is blank
  - citation: visionclaw/01-boot-and-app-state.md:VC-01.8 — ../project/src/main.rs:1197 is blank
  - citation: visionclaw/01-boot-and-app-state.md:VC-01.9 — ../project/src/main.rs:1049 is blank
  - citation: visionclaw/01-boot-and-app-state.md:VC-01.10 — ../project/src/main.rs:1081 is punctuation only (')')
  - citation: visionclaw/01-boot-and-app-state.md:VC-01.15 — ../project/src/main.rs:848 is blank
  - citation: visionclaw/01-boot-and-app-state.md:VC-01.15 — ../project/src/services/ontology_pull.rs:384 is blank
  - citation: visionclaw/01-boot-and-app-state.md:VC-01.15 — ../project/src/services/ontology_pull.rs:290 is punctuation only ('}')
  - citation: visionclaw/01-boot-and-app-state.md:VC-01.15 — ../project/src/services/ontology_pull.rs:73 is punctuation only ('}')
  - citation: visionclaw/01-boot-and-app-state.md:VC-01.15 — ../project/src/services/ontology_pull.rs:411 is punctuation only ('});')
  - citation: visionclaw/03-request-lifecycle-and-rbac.md:VC-03.2 — ../project/src/services/nostr_service.rs:574 is punctuation only ('}')
  - citation: visionclaw/03-request-lifecycle-and-rbac.md:VC-03.2 — ../project/src/handlers/socket_flow_handler/http_handler.rs:117 is blank
  - citation: visionclaw/03-request-lifecycle-and-rbac.md:VC-03.2 — ../project/src/handlers/socket_flow_handler/http_handler.rs:217 is punctuation only ('}')
  - citation: visionclaw/03-request-lifecycle-and-rbac.md:VC-03.2 — ../project/src/services/nostr_service.rs:574 is punctuation only ('}')
  - citation: visionclaw/03-request-lifecycle-and-rbac.md:VC-03.3 — ../project/src/services/nostr_service.rs:601 is punctuation only ('}')
  - citation: visionclaw/03-request-lifecycle-and-rbac.md:VC-03.3 — ../project/src/settings/auth_extractor.rs:127 is punctuation only ('});')
  - citation: visionclaw/03-request-lifecycle-and-rbac.md:VC-03.3 — ../project/src/settings/auth_extractor.rs:195 is blank
  - citation: visionclaw/03-request-lifecycle-and-rbac.md:VC-03.4 — ../project/src/services/nostr_service.rs:601 is punctuation only ('}')
  - citation: visionclaw/03-request-lifecycle-and-rbac.md:VC-03.5 — ../project/src/services/nostr_service.rs:416 is punctuation only ('}')
  - citation: visionclaw/03-request-lifecycle-and-rbac.md:VC-03.15 — ../project/src/services/nostr_service.rs:601 is punctuation only ('}')
  - citation: visionclaw/03-request-lifecycle-and-rbac.md:VC-03.15 — ../project/src/handlers/solid_proxy_handler.rs:1311 is blank
  - citation: visionclaw/03-request-lifecycle-and-rbac.md:VC-03.15 — ../project/src/handlers/solid_proxy_handler.rs:1381 is blank
  - citation: visionclaw/03-request-lifecycle-and-rbac.md:VC-03.15 — ../project/src/handlers/solid_proxy_handler.rs:1654 is blank
  - citation: visionclaw/05-handlers-governance-and-identity.md:VC-05.8 — ../project/agentbox/management-api/routes/broker-bridge.js:290 is punctuation only ('}')
  - citation: visionclaw/05-handlers-governance-and-identity.md:VC-05.15 — ../project/src/handlers/solid_proxy_handler.rs:1789 is blank
  - citation: visionclaw/05-handlers-governance-and-identity.md:VC-05.15 — ../project/src/handlers/solid_proxy_handler.rs:381 is blank
  - citation: visionclaw/05-handlers-governance-and-identity.md:VC-05.15 — ../project/src/handlers/solid_proxy_handler.rs:1609 is blank
  - citation: visionclaw/05-handlers-governance-and-identity.md:VC-05.15 — ../project/src/handlers/solid_proxy_handler.rs:1369 is blank
  - citation: visionclaw/05-handlers-governance-and-identity.md:VC-05.15 — ../project/src/handlers/solid_proxy_handler.rs:1348 is blank
  - citation: visionclaw/05-handlers-governance-and-identity.md:VC-05.17 — ../project/src/services/acsp/client.rs:22 is blank
  - citation: visionclaw/05-handlers-governance-and-identity.md:VC-05.17 — ../project/src/services/acsp/client.rs:67 is punctuation only ('}')
  - citation: visionclaw/08-observability-health-and-dev-loop.md:VC-08.2 — ../project/src/main.rs:1197 is blank
  - citation: visionclaw/08-observability-health-and-dev-loop.md:VC-08.12 — ../project/src/config/security_profile.rs:363 is punctuation only ('),')
  - citation: visionclaw/09-config-and-env-flags.md:VC-09.1 — ../project/src/main.rs:800 is punctuation only ('}')
  - citation: visionclaw/09-config-and-env-flags.md:VC-09.4 — ../project/src/main.rs:878 is blank
  - citation: visionclaw/09-config-and-env-flags.md:VC-09.6 — ../project/src/config/security_profile.rs:55 is blank
  - citation: visionclaw/09-config-and-env-flags.md:VC-09.6 — ../project/src/config/security_profile.rs:107 is punctuation only ('}')
  - citation: visionclaw/09-config-and-env-flags.md:VC-09.7 — ../project/src/config/security_profile.rs:422 is punctuation only ('}')
  - citation: visionclaw/09-config-and-env-flags.md:VC-09.7 — ../project/src/config/security_profile.rs:453 is punctuation only ('),')
  - citation: visionclaw/09-config-and-env-flags.md:VC-09.8 — ../project/src/main.rs:800 is punctuation only ('}')
  - citation: visionclaw/09-config-and-env-flags.md:VC-09.9 — ../project/src/config/security_profile.rs:55 is blank
  - citation: visionclaw/09-config-and-env-flags.md:VC-09.12 — ../project/src/main.rs:688 is blank
  - citation: visionclaw/09-config-and-env-flags.md:VC-09.13 — ../project/src/main.rs:1197 is blank
  - citation: visionclaw/11-physics-step-and-force-channels.md:VC-11.1 — ../project/src/utils/unified_gpu_compute/execution.rs:968 is blank
  - citation: visionclaw/11-physics-step-and-force-channels.md:VC-11.3 — ../project/src/utils/unified_gpu_compute/execution.rs:968 is blank
  - citation: visionclaw/12-simparams-abi-and-ptx.md:VC-12.6 — ../project/src/utils/unified_gpu_compute/execution.rs:612 is blank
  - citation: visionclaw/12-simparams-abi-and-ptx.md:VC-12.6 — ../project/src/utils/unified_gpu_compute/execution.rs:863 is punctuation only ('}')
  - citation: visionclaw/13-broadcast-pipeline-and-websocket.md:VC-13.1 — ../project/src/handlers/socket_flow_handler/http_handler.rs:39 is blank
  - citation: visionclaw/13-broadcast-pipeline-and-websocket.md:VC-13.1 — ../project/src/handlers/socket_flow_handler/http_handler.rs:145 is punctuation only (');')
  - citation: visionclaw/13-broadcast-pipeline-and-websocket.md:VC-13.1 — ../project/src/handlers/socket_flow_handler/http_handler.rs:174 is punctuation only ('}')
  - citation: visionclaw/13-broadcast-pipeline-and-websocket.md:VC-13.1 — ../project/src/handlers/socket_flow_handler/http_handler.rs:236 is punctuation only (');')
  - citation: visionclaw/15-gpu-analytics.md:VC-15.10 — ../project/src/main.rs:1103 is punctuation only (')')
  - citation: visionclaw/15-gpu-analytics.md:VC-15.13 — ../project/crates/visionclaw-gpu/src/cuda_sources/gpu_clustering_kernels.cu:1079 is blank
  - citation: visionclaw/22-data-authority-provenance-erasure.md:VC-22.1 — ../project/src/services/nostr_service.rs:245 is blank
  - citation: visionclaw/22-data-authority-provenance-erasure.md:VC-22.9 — ../project/src/main.rs:740 is blank
  - citation: visionclaw/24-acsp-decision-elevation.md:VC-24.6 — ../project/src/actors/decision_elevation_actor.rs:459 is punctuation only ('}')
  - citation: visionclaw/24-acsp-decision-elevation.md:VC-24.6 — ../project/src/actors/decision_elevation_actor.rs:583 is punctuation only ('};')
  - citation: visionclaw/24-acsp-decision-elevation.md:VC-24.11 — ../project/src/services/acsp/client.rs:74 is blank
  - citation: visionclaw/26-solid-pod-and-jss.md:VC-26.1 — ../project/src/main.rs:1016 is blank
  - citation: visionclaw/26-solid-pod-and-jss.md:VC-26.1 — ../project/src/main.rs:1015 is blank
  - citation: visionclaw/26-solid-pod-and-jss.md:VC-26.2 — ../project/src/handlers/solid_proxy_handler.rs:881 is blank
  - citation: visionclaw/26-solid-pod-and-jss.md:VC-26.4 — ../project/src/utils/nip98.rs:524 is blank
  - citation: visionclaw/26-solid-pod-and-jss.md:VC-26.7 — ../project/src/handlers/solid_proxy_handler.rs:881 is blank
  - citation: visionclaw/26-solid-pod-and-jss.md:VC-26.7 — ../project/src/handlers/solid_proxy_handler.rs:896 is punctuation only ('};')
  - citation: visionclaw/26-solid-pod-and-jss.md:VC-26.7 — ../project/src/handlers/solid_proxy_handler.rs:932 is punctuation only ('}')
  - citation: visionclaw/26-solid-pod-and-jss.md:VC-26.13 — ../project/src/main.rs:848 is blank
  - citation: visionclaw/26-solid-pod-and-jss.md:VC-26.13 — ../project/src/services/ontology_pull.rs:384 is blank
  - citation: visionclaw/26-solid-pod-and-jss.md:VC-26.13 — ../project/src/services/ontology_pull.rs:290 is punctuation only ('}')
  - citation: visionclaw/26-solid-pod-and-jss.md:VC-26.13 — ../project/src/services/ontology_pull.rs:39 is blank
  - citation: visionclaw/26-solid-pod-and-jss.md:VC-26.13 — ../project/src/services/ontology_pull.rs:50 is blank
  - citation: visionclaw/26-solid-pod-and-jss.md:VC-26.13 — ../project/src/services/ontology_pull.rs:411 is punctuation only ('});')
  - citation: visionclaw/26-solid-pod-and-jss.md:VC-26.14 — ../project/src/services/ontology_pull.rs:291 is blank
  - citation: visionclaw/27-agent-integration-mcp-relay.md:VC-27.12 — ../project/src/main.rs:1142 is blank
  - citation: visionclaw/28-external-services.md:VC-28.5 — bare :825 on a message whose participant is declared without a path (bind the participant to a file, or qualify the ref)
  - citation: visionclaw/28-external-services.md:VC-28.5 — bare :753 on a message whose participant is declared without a path (bind the participant to a file, or qualify the ref)
  - citation: visionclaw/28-external-services.md:VC-28.5 — bare :755 on a message whose participant is declared without a path (bind the participant to a file, or qualify the ref)
  - citation: visionclaw/28-external-services.md:VC-28.5 — bare :760 on a message whose participant is declared without a path (bind the participant to a file, or qualify the ref)
  - citation: visionclaw/28-external-services.md:VC-28.5 — bare :766 on a message whose participant is declared without a path (bind the participant to a file, or qualify the ref)
  - citation: visionclaw/28-external-services.md:VC-28.5 — bare :822 on a message whose participant is declared without a path (bind the participant to a file, or qualify the ref)
  - citation: visionclaw/28-external-services.md:VC-28.5 — bare :791 on a message whose participant is declared without a path (bind the participant to a file, or qualify the ref)
  - citation: visionclaw/28-external-services.md:VC-28.5 — bare :786 on a message whose participant is declared without a path (bind the participant to a file, or qualify the ref)
